耗材类别	总序号	产品序号	耗材分类代码	"一级分类
（学科、品类）"	"二级分类
（用途、品目）"	"三级分类
（部位、功能、品种）"	"通用名
代码"	"医保
通用名"	"材质
代码"	材质	"特征
代码"	特征参数
	1202	1202	C03120407901005	骨科材料	螺钉	松质骨螺钉	079	螺钉	01	不锈钢	005	锁定/全螺纹/非灭菌/2.7＜直径≤4mm
	1203	1203	C03120407901006	骨科材料	螺钉	松质骨螺钉	079	螺钉	01	不锈钢	006	锁定/全螺纹/非灭菌/直径＞4mm以上
	1204	1204	C03120407901007	骨科材料	螺钉	松质骨螺钉	079	螺钉	01	不锈钢	007	锁定/非全螺纹/灭菌/直径≤2.7mm以下
	1205	1205	C03120407901008	骨科材料	螺钉	松质骨螺钉	079	螺钉	01	不锈钢	008	锁定/非全螺纹/灭菌/2.7＜直径≤4mm
	1206	1206	C03120407901009	骨科材料	螺钉	松质骨螺钉	079	螺钉	01	不锈钢	009	锁定/非全螺纹/灭菌/直径＞4mm以上
	1207	1207	C03120407901010	骨科材料	螺钉	松质骨螺钉	079	螺钉	01	不锈钢	010	锁定/非全螺纹/非灭菌/直径≤2.7mm以下
	1208	1208	C03120407901011	骨科材料	螺钉	松质骨螺钉	079	螺钉	01	不锈钢	011	锁定/非全螺纹/非灭菌/2.7＜直径≤4mm
	1209	1209	C03120407901012	骨科材料	螺钉	松质骨螺钉	079	螺钉	01	不锈钢	012	锁定/非全螺纹/非灭菌/直径＞4mm以上
	1210	1210	C03120407901013	骨科材料	螺钉	松质骨螺钉	079	螺钉	01	不锈钢	013	非锁定/全螺纹/灭菌/直径≤2.7mm以下
	1211	1211	C03120407901014	骨科材料	螺钉	松质骨螺钉	079	螺钉	01	不锈钢	014	非锁定/全螺纹/灭菌/2.7＜直径≤4mm
	1212	1212	C03120407901015	骨科材料	螺钉	松质骨螺钉	079	螺钉	01	不锈钢	015	非锁定/全螺纹/灭菌/直径＞4mm以上
	1213	1213	C03120407901016	骨科材料	螺钉	松质骨螺钉	079	螺钉	01	不锈钢	016	非锁定/全螺纹/非灭菌/直径≤2.7mm以下
	1214	1214	C03120407901017	骨科材料	螺钉	松质骨螺钉	079	螺钉	01	不锈钢	017	非锁定/全螺纹/非灭菌/2.7＜直径≤4mm
	1215	1215	C03120407901018	骨科材料	螺钉	松质骨螺钉	079	螺钉	01	不锈钢	018	非锁定/全螺纹/非灭菌/直径＞4mm以上
	1216	1216	C03120407901019	骨科材料	螺钉	松质骨螺钉	079	螺钉	01	不锈钢	019	非锁定/非全螺纹/灭菌/直径≤2.7mm以下
	1217	1217	C03120407901020	骨科材料	螺钉	松质骨螺钉	079	螺钉	01	不锈钢	020	非锁定/非全螺纹/灭菌/2.7＜直径≤4mm
	1218	1218	C03120407901021	骨科材料	螺钉	松质骨螺钉	079	螺钉	01	不锈钢	021	非锁定/非全螺纹/灭菌/直径＞4mm以上
	1219	1219	C03120407901022	骨科材料	螺钉	松质骨螺钉	079	螺钉	01	不锈钢	022	非锁定/非全螺纹/非灭菌/直径≤2.7mm以下
	1220	1220	C03120407901023	骨科材料	螺钉	松质骨螺钉	079	螺钉	01	不锈钢	023	非锁定/非全螺纹/非灭菌/2.7＜直径≤4mm
	1221	1221	C03120407901024	骨科材料	螺钉	松质骨螺钉	079	螺钉	01	不锈钢	024	非锁定/非全螺纹/非灭菌/直径＞4mm以上
	1222	1222	C03120407902001	骨科材料	螺钉	松质骨螺钉	079	螺钉	02	纯钛	001	锁定/全螺纹/灭菌/直径≤2.7mm以下
	1223	1223	C03120407902002	骨科材料	螺钉	松质骨螺钉	079	螺钉	02	纯钛	002	锁定/全螺纹/灭菌/2.7＜直径≤4mm
	1224	1224	C03120407902003	骨科材料	螺钉	松质骨螺钉	079	螺钉	02	纯钛	003	锁定/全螺纹/灭菌/直径＞4mm以上
	1225	1225	C03120407902004	骨科材料	螺钉	松质骨螺钉	079	螺钉	02	纯钛	004	锁定/全螺纹/非灭菌/直径≤2.7mm以下
	1226	1226	C03120407902005	骨科材料	螺钉	松质骨螺钉	079	螺钉	02	纯钛	005	锁定/全螺纹/非灭菌/2.7＜直径≤4mm
	1227	1227	C03120407902006	骨科材料	螺钉	松质骨螺钉	079	螺钉	02	纯钛	006	锁定/全螺纹/非灭菌/直径＞4mm以上
	1228	1228	C03120407902007	骨科材料	螺钉	松质骨螺钉	079	螺钉	02	纯钛	007	锁定/非全螺纹/灭菌/直径≤2.7mm以下
	1229	1229	C03120407902008	骨科材料	螺钉	松质骨螺钉	079	螺钉	02	纯钛	008	锁定/非全螺纹/灭菌/2.7＜直径≤4mm
	1230	1230	C03120407902009	骨科材料	螺钉	松质骨螺钉	079	螺钉	02	纯钛	009	锁定/非全螺纹/灭菌/直径＞4mm以上
	1231	1231	C03120407902010	骨科材料	螺钉	松质骨螺钉	079	螺钉	02	纯钛	010	锁定/非全螺纹/非灭菌/直径≤2.7mm以下
	1232	1232	C03120407902011	骨科材料	螺钉	松质骨螺钉	079	螺钉	02	纯钛	011	锁定/非全螺纹/非灭菌/2.7＜直径≤4mm
	1233	1233	C03120407902012	骨科材料	螺钉	松质骨螺钉	079	螺钉	02	纯钛	012	锁定/非全螺纹/非灭菌/直径＞4mm以上
	1234	1234	C03120407902013	骨科材料	螺钉	松质骨螺钉	079	螺钉	02	纯钛	013	非锁定/全螺纹/灭菌/直径≤2.7mm以下
	1235	1235	C03120407902014	骨科材料	螺钉	松质骨螺钉	079	螺钉	02	纯钛	014	非锁定/全螺纹/灭菌/2.7＜直径≤4mm
	1236	1236	C03120407902015	骨科材料	螺钉	松质骨螺钉	079	螺钉	02	纯钛	015	非锁定/全螺纹/灭菌/直径＞4mm以上
	1237	1237	C03120407902016	骨科材料	螺钉	松质骨螺钉	079	螺钉	02	纯钛	016	非锁定/全螺纹/非灭菌/直径≤2.7mm以下
	1238	1238	C03120407902017	骨科材料	螺钉	松质骨螺钉	079	螺钉	02	纯钛	017	非锁定/全螺纹/非灭菌/2.7＜直径≤4mm
	1239	1239	C03120407902018	骨科材料	螺钉	松质骨螺钉	079	螺钉	02	纯钛	018	非锁定/全螺纹/非灭菌/直径＞4mm以上
	1240	1240	C03120407902019	骨科材料	螺钉	松质骨螺钉	079	螺钉	02	纯钛	019	非锁定/非全螺纹/灭菌/直径≤2.7mm以下
	1241	1241	C03120407902020	骨科材料	螺钉	松质骨螺钉	079	螺钉	02	纯钛	020	非锁定/非全螺纹/灭菌/2.7＜直径≤4mm
	1242	1242	C03120407902021	骨科材料	螺钉	松质骨螺钉	079	螺钉	02	纯钛	021	非锁定/非全螺纹/灭菌/直径＞4mm以上
	1243	1243	C03120407902022	骨科材料	螺钉	松质骨螺钉	079	螺钉	02	纯钛	022	非锁定/非全螺纹/非灭菌/直径≤2.7mm以下
	1244	1244	C03120407902023	骨科材料	螺钉	松质骨螺钉	079	螺钉	02	纯钛	023	非锁定/非全螺纹/非灭菌/2.7＜直径≤4mm
	1245	1245	C03120407902024	骨科材料	螺钉	松质骨螺钉	079	螺钉	02	纯钛	024	非锁定/非全螺纹/非灭菌/直径＞4mm以上
	1246	1246	C03120407903001	骨科材料	螺钉	松质骨螺钉	079	螺钉	03	钛合金	001	锁定/全螺纹/灭菌/直径≤2.7mm以下
	1247	1247	C03120407903002	骨科材料	螺钉	松质骨螺钉	079	螺钉	03	钛合金	002	锁定/全螺纹/灭菌/2.7＜直径≤4mm
	1248	1248	C03120407903003	骨科材料	螺钉	松质骨螺钉	079	螺钉	03	钛合金	003	锁定/全螺纹/灭菌/直径＞4mm以上
	1249	1249	C03120407903004	骨科材料	螺钉	松质骨螺钉	079	螺钉	03	钛合金	004	锁定/全螺纹/非灭菌/直径≤2.7mm以下
	1250	1250	C03120407903005	骨科材料	螺钉	松质骨螺钉	079	螺钉	03	钛合金	005	锁定/全螺纹/非灭菌/2.7＜直径≤4mm
	1251	1251	C03120407903006	骨科材料	螺钉	松质骨螺钉	079	螺钉	03	钛合金	006	锁定/全螺纹/非灭菌/直径＞4mm以上
	1252	1252	C03120407903007	骨科材料	螺钉	松质骨螺钉	079	螺钉	03	钛合金	007	锁定/非全螺纹/灭菌/直径≤2.7mm以下
	1253	1253	C03120407903008	骨科材料	螺钉	松质骨螺钉	079	螺钉	03	钛合金	008	锁定/非全螺纹/灭菌/2.7＜直径≤4mm
	1254	1254	C03120407903009	骨科材料	螺钉	松质骨螺钉	079	螺钉	03	钛合金	009	锁定/非全螺纹/灭菌/直径＞4mm以上
	1255	1255	C03120407903010	骨科材料	螺钉	松质骨螺钉	079	螺钉	03	钛合金	010	锁定/非全螺纹/非灭菌/直径≤2.7mm以下
	1256	1256	C03120407903011	骨科材料	螺钉	松质骨螺钉	079	螺钉	03	钛合金	011	锁定/非全螺纹/非灭菌/2.7＜直径≤4mm
	1257	1257	C03120407903012	骨科材料	螺钉	松质骨螺钉	079	螺钉	03	钛合金	012	锁定/非全螺纹/非灭菌/直径＞4mm以上
	1258	1258	C03120407903013	骨科材料	螺钉	松质骨螺钉	079	螺钉	03	钛合金	013	非锁定/全螺纹/灭菌/直径≤2.7mm以下
	1259	1259	C03120407903014	骨科材料	螺钉	松质骨螺钉	079	螺钉	03	钛合金	014	非锁定/全螺纹/灭菌/2.7＜直径≤4mm
	1260	1260	C03120407903015	骨科材料	螺钉	松质骨螺钉	079	螺钉	03	钛合金	015	非锁定/全螺纹/灭菌/直径＞4mm以上
	1261	1261	C03120407903016	骨科材料	螺钉	松质骨螺钉	079	螺钉	03	钛合金	016	非锁定/全螺纹/非灭菌/直径≤2.7mm以下
	1262	1262	C03120407903017	骨科材料	螺钉	松质骨螺钉	079	螺钉	03	钛合金	017	非锁定/全螺纹/非灭菌/2.7＜直径≤4mm
	1263	1263	C03120407903018	骨科材料	螺钉	松质骨螺钉	079	螺钉	03	钛合金	018	非锁定/全螺纹/非灭菌/直径＞4mm以上
	1264	1264	C03120407903019	骨科材料	螺钉	松质骨螺钉	079	螺钉	03	钛合金	019	非锁定/非全螺纹/灭菌/直径≤2.7mm以下
	1265	1265	C03120407903020	骨科材料	螺钉	松质骨螺钉	079	螺钉	03	钛合金	020	非锁定/非全螺纹/灭菌/2.7＜直径≤4mm
	1266	1266	C03120407903021	骨科材料	螺钉	松质骨螺钉	079	螺钉	03	钛合金	021	非锁定/非全螺纹/灭菌/直径＞4mm以上
	1267	1267	C03120407903022	骨科材料	螺钉	松质骨螺钉	079	螺钉	03	钛合金	022	非锁定/非全螺纹/非灭菌/直径≤2.7mm以下
	1268	1268	C03120407903023	骨科材料	螺钉	松质骨螺钉	079	螺钉	03	钛合金	023	非锁定/非全螺纹/非灭菌/2.7＜直径≤4mm
	1269	1269	C03120407903024	骨科材料	螺钉	松质骨螺钉	079	螺钉	03	钛合金	024	非锁定/非全螺纹/非灭菌/直径＞4mm以上
	1270	1270	C03120407904001	骨科材料	螺钉	松质骨螺钉	079	螺钉	04	其他材料	001	锁定/全螺纹/灭菌/直径≤2.7mm以下
	1271	1271	C03120407904002	骨科材料	螺钉	松质骨螺钉	079	螺钉	04	其他材料	002	锁定/全螺纹/灭菌/2.7＜直径≤4mm
	1272	1272	C03120407904003	骨科材料	螺钉	松质骨螺钉	079	螺钉	04	其他材料	003	锁定/全螺纹/灭菌/直径＞4mm以上
	1273	1273	C03120407904004	骨科材料	螺钉	松质骨螺钉	079	螺钉	04	其他材料	004	锁定/全螺纹/非灭菌/直径≤2.7mm以下
	1274	1274	C03120407904005	骨科材料	螺钉	松质骨螺钉	079	螺钉	04	其他材料	005	锁定/全螺纹/非灭菌/2.7＜直径≤4mm
	1275	1275	C03120407904006	骨科材料	螺钉	松质骨螺钉	079	螺钉	04	其他材料	006	锁定/全螺纹/非灭菌/直径＞4mm以上
	1276	1276	C03120407904007	骨科材料	螺钉	松质骨螺钉	079	螺钉	04	其他材料	007	锁定/非全螺纹/灭菌/直径≤2.7mm以下
	1277	1277	C03120407904008	骨科材料	螺钉	松质骨螺钉	079	螺钉	04	其他材料	008	锁定/非全螺纹/灭菌/2.7＜直径≤4mm
	1278	1278	C03120407904009	骨科材料	螺钉	松质骨螺钉	079	螺钉	04	其他材料	009	锁定/非全螺纹/灭菌/直径＞4mm以上
	1279	1279	C03120407904010	骨科材料	螺钉	松质骨螺钉	079	螺钉	04	其他材料	010	锁定/非全螺纹/非灭菌/直径≤2.7mm以下
	1280	1280	C03120407904011	骨科材料	螺钉	松质骨螺钉	079	螺钉	04	其他材料	011	锁定/非全螺纹/非灭菌/2.7＜直径≤4mm
	1281	1281	C03120407904012	骨科材料	螺钉	松质骨螺钉	079	螺钉	04	其他材料	012	锁定/非全螺纹/非灭菌/直径＞4mm以上
	1282	1282	C03120407904013	骨科材料	螺钉	松质骨螺钉	079	螺钉	04	其他材料	013	非锁定/全螺纹/灭菌/直径≤2.7mm以下
	1283	1283	C03120407904014	骨科材料	螺钉	松质骨螺钉	079	螺钉	04	其他材料	014	非锁定/全螺纹/灭菌/2.7＜直径≤4mm
	1284	1284	C03120407904015	骨科材料	螺钉	松质骨螺钉	079	螺钉	04	其他材料	015	非锁定/全螺纹/灭菌/直径＞4mm以上
	1285	1285	C03120407904016	骨科材料	螺钉	松质骨螺钉	079	螺钉	04	其他材料	016	非锁定/全螺纹/非灭菌/直径≤2.7mm以下
	1286	1286	C03120407904017	骨科材料	螺钉	松质骨螺钉	079	螺钉	04	其他材料	017	非锁定/全螺纹/非灭菌/2.7＜直径≤4mm
	1287	1287	C03120407904018	骨科材料	螺钉	松质骨螺钉	079	螺钉	04	其他材料	018	非锁定/全螺纹/非灭菌/直径＞4mm以上
	1288	1288	C03120407904019	骨科材料	螺钉	松质骨螺钉	079	螺钉	04	其他材料	019	非锁定/非全螺纹/灭菌/直径≤2.7mm以下
	1289	1289	C03120407904020	骨科材料	螺钉	松质骨螺钉	079	螺钉	04	其他材料	020	非锁定/非全螺纹/灭菌/2.7＜直径≤4mm
	1290	1290	C03120407904021	骨科材料	螺钉	松质骨螺钉	079	螺钉	04	其他材料	021	非锁定/非全螺纹/灭菌/直径＞4mm以上
	1291	1291	C03120407904022	骨科材料	螺钉	松质骨螺钉	079	螺钉	04	其他材料	022	非锁定/非全螺纹/非灭菌/直径≤2.7mm以下
	1292	1292	C03120407904023	骨科材料	螺钉	松质骨螺钉	079	螺钉	04	其他材料	023	非锁定/非全螺纹/非灭菌/2.7＜直径≤4mm
	1293	1293	C03120407904024	骨科材料	螺钉	松质骨螺钉	079	螺钉	04	其他材料	024	非锁定/非全螺纹/非灭菌/直径＞4mm以上
	1294	1294	C03120507901001	骨科材料	螺钉	空心钉	079	螺钉	01	不锈钢	001	埋头/锁定/灭菌/直径≤4mm以下
	1295	1295	C03120507901002	骨科材料	螺钉	空心钉	079	螺钉	01	不锈钢	002	埋头/锁定/灭菌/4＜直径≤7mm
	1296	1296	C03120507901003	骨科材料	螺钉	空心钉	079	螺钉	01	不锈钢	003	埋头/锁定/灭菌/直径＞7mm以上
	1297	1297	C03120507901004	骨科材料	螺钉	空心钉	079	螺钉	01	不锈钢	004	埋头/锁定/非灭菌/直径≤4mm以下
	1298	1298	C03120507901005	骨科材料	螺钉	空心钉	079	螺钉	01	不锈钢	005	埋头/锁定/非灭菌/4＜直径≤7mm
	1299	1299	C03120507901006	骨科材料	螺钉	空心钉	079	螺钉	01	不锈钢	006	埋头/锁定/非灭菌/直径＞7mm以上
	1300	1300	C03120507901007	骨科材料	螺钉	空心钉	079	螺钉	01	不锈钢	007	埋头/非锁定/灭菌/直径≤4mm以下
	1301	1301	C03120507901008	骨科材料	螺钉	空心钉	079	螺钉	01	不锈钢	008	埋头/非锁定/灭菌/4＜直径≤7mm
	1302	1302	C03120507901009	骨科材料	螺钉	空心钉	079	螺钉	01	不锈钢	009	埋头/非锁定/灭菌/直径＞7mm以上
	1303	1303	C03120507901010	骨科材料	螺钉	空心钉	079	螺钉	01	不锈钢	010	埋头/非锁定/非灭菌/直径≤4mm以下
	1304	1304	C03120507901011	骨科材料	螺钉	空心钉	079	螺钉	01	不锈钢	011	埋头/非锁定/非灭菌/4＜直径≤7mm
	1305	1305	C03120507901012	骨科材料	螺钉	空心钉	079	螺钉	01	不锈钢	012	埋头/非锁定/非灭菌/直径＞7mm以上
	1306	1306	C03120507901013	骨科材料	螺钉	空心钉	079	螺钉	01	不锈钢	013	非埋头/锁定/灭菌/直径≤4mm以下
	1307	1307	C03120507901014	骨科材料	螺钉	空心钉	079	螺钉	01	不锈钢	014	非埋头/锁定/灭菌/4＜直径≤7mm
	1308	1308	C03120507901015	骨科材料	螺钉	空心钉	079	螺钉	01	不锈钢	015	非埋头/锁定/灭菌/直径＞7mm以上
	1309	1309	C03120507901016	骨科材料	螺钉	空心钉	079	螺钉	01	不锈钢	016	非埋头/锁定/非灭菌/直径≤4mm以下
	1310	1310	C03120507901017	骨科材料	螺钉	空心钉	079	螺钉	01	不锈钢	017	非埋头/锁定/非灭菌/4＜直径≤7mm
	1311	1311	C03120507901018	骨科材料	螺钉	空心钉	079	螺钉	01	不锈钢	018	非埋头/锁定/非灭菌/直径＞7mm以上
	1312	1312	C03120507901019	骨科材料	螺钉	空心钉	079	螺钉	01	不锈钢	019	非埋头/非锁定/灭菌/直径≤4mm以下
	1313	1313	C03120507901020	骨科材料	螺钉	空心钉	079	螺钉	01	不锈钢	020	非埋头/非锁定/灭菌/4＜直径≤7mm
	1314	1314	C03120507901021	骨科材料	螺钉	空心钉	079	螺钉	01	不锈钢	021	非埋头/非锁定/灭菌/直径＞7mm以上
	1315	1315	C03120507901022	骨科材料	螺钉	空心钉	079	螺钉	01	不锈钢	022	非埋头/非锁定/非灭菌/直径≤4mm以下
	1316	1316	C03120507901023	骨科材料	螺钉	空心钉	079	螺钉	01	不锈钢	023	非埋头/非锁定/非灭菌/4＜直径≤7mm
	1317	1317	C03120507901024	骨科材料	螺钉	空心钉	079	螺钉	01	不锈钢	024	非埋头/非锁定/非灭菌/直径＞7mm以上
	1318	1318	C03120507902001	骨科材料	螺钉	空心钉	079	螺钉	02	纯钛	001	埋头/锁定/灭菌/直径≤4mm以下
	1319	1319	C03120507902002	骨科材料	螺钉	空心钉	079	螺钉	02	纯钛	002	埋头/锁定/灭菌/4＜直径≤7mm
	1320	1320	C03120507902003	骨科材料	螺钉	空心钉	079	螺钉	02	纯钛	003	埋头/锁定/灭菌/直径＞7mm以上
	1321	1321	C03120507902004	骨科材料	螺钉	空心钉	079	螺钉	02	纯钛	004	埋头/锁定/非灭菌/直径≤4mm以下
	1322	1322	C03120507902005	骨科材料	螺钉	空心钉	079	螺钉	02	纯钛	005	埋头/锁定/非灭菌/4＜直径≤7mm
	1323	1323	C03120507902006	骨科材料	螺钉	空心钉	079	螺钉	02	纯钛	006	埋头/锁定/非灭菌/直径＞7mm以上
	1324	1324	C03120507902007	骨科材料	螺钉	空心钉	079	螺钉	02	纯钛	007	埋头/非锁定/灭菌/直径≤4mm以下
	1325	1325	C03120507902008	骨科材料	螺钉	空心钉	079	螺钉	02	纯钛	008	埋头/非锁定/灭菌/4＜直径≤7mm
	1326	1326	C03120507902009	骨科材料	螺钉	空心钉	079	螺钉	02	纯钛	009	埋头/非锁定/灭菌/直径＞7mm以上
	1327	1327	C03120507902010	骨科材料	螺钉	空心钉	079	螺钉	02	纯钛	010	埋头/非锁定/非灭菌/直径≤4mm以下
	1328	1328	C03120507902011	骨科材料	螺钉	空心钉	079	螺钉	02	纯钛	011	埋头/非锁定/非灭菌/4＜直径≤7mm
	1329	1329	C03120507902012	骨科材料	螺钉	空心钉	079	螺钉	02	纯钛	012	埋头/非锁定/非灭菌/直径＞7mm以上
	1330	1330	C03120507902013	骨科材料	螺钉	空心钉	079	螺钉	02	纯钛	013	非埋头/锁定/灭菌/直径≤4mm以下
	1331	1331	C03120507902014	骨科材料	螺钉	空心钉	079	螺钉	02	纯钛	014	非埋头/锁定/灭菌/4＜直径≤7mm
	1332	1332	C03120507902015	骨科材料	螺钉	空心钉	079	螺钉	02	纯钛	015	非埋头/锁定/灭菌/直径＞7mm以上
	1333	1333	C03120507902016	骨科材料	螺钉	空心钉	079	螺钉	02	纯钛	016	非埋头/锁定/非灭菌/直径≤4mm以下
	1334	1334	C03120507902017	骨科材料	螺钉	空心钉	079	螺钉	02	纯钛	017	非埋头/锁定/非灭菌/4＜直径≤7mm
	1335	1335	C03120507902018	骨科材料	螺钉	空心钉	079	螺钉	02	纯钛	018	非埋头/锁定/非灭菌/直径＞7mm以上
	1336	1336	C03120507902019	骨科材料	螺钉	空心钉	079	螺钉	02	纯钛	019	非埋头/非锁定/灭菌/直径≤4mm以下
